year_month,variety,price_per_lb
2028-07,BULLS,1.1563429712301616
2028-07,HEIFERS,1.6531568311085976
2028-07,STEERS,1.652367136309525
2028-08,BULLS,1.198190602182535
2028-08,HEIFERS,1.624111491402718
2028-08,STEERS,1.6184656869047571
2028-09,BULLS,1.1580133184523829
2028-09,HEIFERS,1.6228234067119107
2028-09,STEERS,1.6389161577380884
2028-10,BULLS,1.0796718789682502
2028-10,HEIFERS,1.6495242816993396
2028-10,STEERS,1.5959497815476091
2028-11,BULLS,1.0752141765873031
2028-11,HEIFERS,1.6438578010558111
2028-11,STEERS,1.6451823184523768
2028-12,BULLS,1.076393426587297
2028-12,HEIFERS,1.498149551055815
2028-12,STEERS,1.547204143452383
