iteration,price,units_sold_cum,revenue_cum
1,0.7371075891724966,0,0.0
2,0.9347801490103886,0,0.0
3,0.8823583648210712,0,0.0
4,0.8316648727722616,0,0.0
5,0.7710857295571542,0,0.0
6,0.8813360377822387,0,0.0
7,1.0329631244957065,0,0.0
8,1.0350812077356166,0,0.0
9,0.8925846138191504,40,32.13304609748941
10,0.8351053699395277,60,47.16494275640091
11,0.8720214991508967,60,47.16494275640091
12,0.9419405029709892,100,81.07480086335653
13,1.020801111638947,130,108.63643087760809
14,0.9089429459440194,130,108.63643087760809
15,0.8686400460852509,130,108.63643087760809
16,0.7904361565089337,150,122.86428169476889
17,0.7621838396678827,150,122.86428169476889
18,0.8986212852878361,150,122.86428169476889
19,1.0441853366644676,150,122.86428169476889
20,1.0007273738089655,150,122.86428169476889
21,0.8818296358960293,190,154.61014858702595
22,0.8187182997125165,210,169.34707798185124
23,0.8631035691653121,210,169.34707798185124
24,0.9735025120268141,250,204.39316841481656
25,1.0802230939189406,250,204.39316841481656
26,0.9356051767061663,300,246.49540136659405
27,0.8876392647399716,300,246.49540136659405
28,0.8001786371733741,300,246.49540136659405
29,0.7675564299432021,300,246.49540136659405
30,0.8644975662023516,300,246.49540136659405
31,1.0113511809944873,300,246.49540136659405
32,1.0039470419589733,300,246.49540136659405
33,0.8816373149888128,330,270.299608871292
34,0.8276973552741234,360,292.64743746369334
35,0.8664757283352201,360,292.64743746369334
36,0.9264486003521383,410,334.33762447953956
37,1.035843186254797,410,334.33762447953956
38,0.9110268409328163,430,350.73610761633023
39,0.9015924266850354,430,350.73610761633023
40,0.8235132105169279,430,350.73610761633023
41,0.758437512241827,430,350.73610761633023
42,0.8559653723534769,450,366.1434843186928
43,1.0066616768708283,450,366.1434843186928
44,0.9947891514134792,450,366.1434843186928
45,0.8579360626354708,500,404.75060713728897
46,0.7971908010229959,530,426.27475876490985
47,0.853551890617525,530,426.27475876490985
48,0.904461002167672,590,475.11565288196414
49,1.0196405752969548,590,475.11565288196414
50,0.8975979671795831,610,491.27241629119663
51,0.8710983319717712,610,491.27241629119663
52,0.8043521893494829,610,491.27241629119663
53,0.7576702167219397,610,491.27241629119663
54,0.8789957245582741,610,491.27241629119663
55,1.0250757416754024,610,491.27241629119663
56,1.0126186177412282,610,491.27241629119663
57,0.8793362619392338,660,530.8425480784622
58,0.8037365520300668,660,530.8425480784622
59,0.8263011822871891,670,538.2792587190469
60,0.896508421498928,740,594.7592892734793
61,1.0251838280629704,740,594.7592892734793
