iteration,price,units_sold_cum,revenue_cum
1,1.4188488023809618,0,0.0
2,1.7891903556455762,0,0.0
3,1.8606792246698742,0,0.0
4,1.8770789126872647,0,0.0
5,2.050061783847926,0,0.0
6,2.031023092697708,0,0.0
7,2.124737135913998,0,0.0
8,2.0451117548313507,0,0.0
9,1.9838018578931413,0,0.0
10,1.9474368205501968,0,0.0
11,2.027710058830751,0,0.0
12,2.0159450301137998,0,0.0
13,1.864132994304612,0,0.0
14,1.7955770950357002,0,0.0
15,1.8539333773399238,0,0.0
16,1.8583039444097302,0,0.0
17,2.015306234416958,0,0.0
18,2.076229197249346,0,0.0
19,2.1188232145503103,0,0.0
20,2.059053301176283,0,0.0
21,1.9657611878048074,0,0.0
22,1.9494761578677504,0,0.0
23,2.0422787568429435,0,0.0
24,2.076125820817456,0,0.0
25,1.8579603840294996,0,0.0
26,1.8460041615640324,0,0.0
27,1.84917537588403,0,0.0
28,1.8884763213643876,0,0.0
29,1.9757700699774485,0,0.0
30,2.0418080618212895,0,0.0
31,2.0657178815328003,0,0.0
32,2.040707160183595,0,0.0
33,1.9860442640304832,0,0.0
34,2.0210576646600904,0,0.0
35,2.0498219497700547,0,0.0
36,2.035875138311266,0,0.0
37,1.83524484545191,0,0.0
38,1.796138297138755,0,0.0
39,1.8491723048873188,0,0.0
40,1.9002059628672996,0,0.0
41,2.0291539910841467,0,0.0
42,2.088769825955595,0,0.0
43,2.0699100489082616,0,0.0
44,2.0495747651857963,0,0.0
45,2.011996355049026,0,0.0
46,1.9424004252263012,0,0.0
47,1.993987284476793,0,0.0
48,1.99206636211101,0,0.0
49,1.875264651548154,0,0.0
50,1.7487204029344123,0,0.0
51,1.8239867026818508,0,0.0
52,1.8241233121910858,0,0.0
53,1.9740426333199703,0,0.0
54,2.04711443640502,0,0.0
55,2.086319045258787,0,0.0
56,2.02435349454886,0,0.0
57,1.9787248820135785,0,0.0
58,1.949535548248642,0,0.0
59,1.9395191730422188,0,0.0
60,1.9786999730471417,0,0.0
61,1.8067484072399764,0,0.0
