iteration,price,units_sold_day,revenue_day,units_sold_cum,revenue_cum
1,0.8149249066030035,720,586.7459327541626,720,586.7459327541626
2,0.8189429843050565,0,0.0,720,586.7459327541626
3,0.8130142984612808,0,0.0,720,586.7459327541626
4,0.813013680992009,0,0.0,720,586.7459327541626
5,0.8119877314445799,0,0.0,720,586.7459327541626
6,0.8120012866482745,0,0.0,720,586.7459327541626
7,0.8119344624379534,0,0.0,720,586.7459327541626
8,0.8121228562879578,0,0.0,720,586.7459327541626
9,0.8129132104630158,0,0.0,720,586.7459327541626
10,0.8139616434867907,1990,1619.7836705387135,2710,2206.5296032928763
11,0.8206393872889836,220,180.5406652035764,2930,2387.0702684964526
12,0.8480644520210677,220,186.5741794446349,3150,2573.6444479410875
13,0.8482162402497235,230,195.08973525743642,3380,2768.734183198524
14,0.852699312897188,220,187.59384883738136,3600,2956.3280320359054
15,0.8526637421184395,220,187.58602326605669,3820,3143.914055301962
16,0.8635858698686604,220,189.98889137110527,4040,3333.902946673067
17,0.864176293488095,220,190.11878456738089,4260,3524.021731240448
18,0.8642078216590189,220,190.12572076498415,4480,3714.147452005432
19,0.863033271763748,0,0.0,4480,3714.147452005432
20,0.8630533038622524,0,0.0,4480,3714.147452005432
21,0.862957647078312,0,0.0,4480,3714.147452005432
22,0.8603653304408011,0,0.0,4480,3714.147452005432
23,0.860364840367212,0,0.0,4480,3714.147452005432
24,0.865975995219679,0,0.0,4480,3714.147452005432
25,0.8665179915333021,0,0.0,4480,3714.147452005432
26,0.8702983782108338,0,0.0,4480,3714.147452005432
27,0.8706882148181604,0,0.0,4480,3714.147452005432
28,0.8709992947716317,0,0.0,4480,3714.147452005432
29,0.8686187975723149,0,0.0,4480,3714.147452005432
30,0.868715524980239,0,0.0,4480,3714.147452005432
31,0.8437406656528655,0,0.0,4480,3714.147452005432
32,0.8437846168054135,0,0.0,4480,3714.147452005432
33,0.8435144654253808,0,0.0,4480,3714.147452005432
34,0.8434397051891572,0,0.0,4480,3714.147452005432
35,0.8660612344209397,0,0.0,4480,3714.147452005432
36,0.8684199627575774,0,0.0,4480,3714.147452005432
37,0.8686449026541422,0,0.0,4480,3714.147452005432
38,0.8686209995139126,0,0.0,4480,3714.147452005432
39,0.868527959874724,0,0.0,4480,3714.147452005432
40,0.8614362386189652,0,0.0,4480,3714.147452005432
41,0.8612053982259178,0,0.0,4480,3714.147452005432
42,0.8551643592735795,0,0.0,4480,3714.147452005432
43,0.8536446611976422,0,0.0,4480,3714.147452005432
44,0.8534919719791378,0,0.0,4480,3714.147452005432
45,0.8504169533116347,0,0.0,4480,3714.147452005432
46,0.850459260126116,0,0.0,4480,3714.147452005432
47,0.8503908674256317,0,0.0,4480,3714.147452005432
48,0.8517720297256578,0,0.0,4480,3714.147452005432
49,0.8509435462542245,0,0.0,4480,3714.147452005432
50,0.850944192530547,0,0.0,4480,3714.147452005432
51,0.8509603196604069,0,0.0,4480,3714.147452005432
52,0.847983489072885,0,0.0,4480,3714.147452005432
53,0.8470959575330435,0,0.0,4480,3714.147452005432
54,0.847076589287457,0,0.0,4480,3714.147452005432
55,0.8509897427850329,0,0.0,4480,3714.147452005432
56,0.8595127581025114,0,0.0,4480,3714.147452005432
57,0.8594656499511872,0,0.0,4480,3714.147452005432
58,0.8593729521564869,0,0.0,4480,3714.147452005432
59,0.8593875325734277,0,0.0,4480,3714.147452005432
60,0.8594227376008181,0,0.0,4480,3714.147452005432
61,0.853800315949141,0,0.0,4480,3714.147452005432
62,0.8537146426018022,0,0.0,4480,3714.147452005432
63,0.8536993752399032,0,0.0,4480,3714.147452005432
64,0.82257326170979,0,0.0,4480,3714.147452005432
65,0.8936741431220332,0,0.0,4480,3714.147452005432
66,0.8929150656214101,0,0.0,4480,3714.147452005432
67,0.8999270979969315,0,0.0,4480,3714.147452005432
68,0.8999244259415266,0,0.0,4480,3714.147452005432
69,0.8999665272583632,0,0.0,4480,3714.147452005432
70,0.8945440671985357,0,0.0,4480,3714.147452005432
71,0.8793289170704752,0,0.0,4480,3714.147452005432
72,0.8793952809162641,0,0.0,4480,3714.147452005432
73,0.8711838406881779,0,0.0,4480,3714.147452005432
74,0.8711354341720121,0,0.0,4480,3714.147452005432
75,0.8726342524510656,0,0.0,4480,3714.147452005432
76,0.8725974932898992,0,0.0,4480,3714.147452005432
77,0.8729736946671245,0,0.0,4480,3714.147452005432
78,0.8701841940110944,0,0.0,4480,3714.147452005432
79,0.8702102604137454,0,0.0,4480,3714.147452005432
80,0.8560933098106813,0,0.0,4480,3714.147452005432
81,0.8610224164369452,0,0.0,4480,3714.147452005432
82,0.8609129128777269,0,0.0,4480,3714.147452005432
83,0.8640589283814898,0,0.0,4480,3714.147452005432
84,0.8640913980419523,0,0.0,4480,3714.147452005432
85,0.8633450315792224,0,0.0,4480,3714.147452005432
86,0.8604789701368958,0,0.0,4480,3714.147452005432
87,0.8557261111484215,0,0.0,4480,3714.147452005432
88,0.8547557004562407,0,0.0,4480,3714.147452005432
89,0.8547470786178761,0,0.0,4480,3714.147452005432
90,0.8606739904408924,0,0.0,4480,3714.147452005432
91,0.8631920748744977,0,0.0,4480,3714.147452005432
92,0.8634816980432202,0,0.0,4480,3714.147452005432
93,0.8504775106651736,0,0.0,4480,3714.147452005432
94,0.850479350540741,0,0.0,4480,3714.147452005432
95,0.8586504439118265,0,0.0,4480,3714.147452005432
96,0.858571146302616,0,0.0,4480,3714.147452005432
97,0.8501971694734236,0,0.0,4480,3714.147452005432
98,0.8469954301627368,0,0.0,4480,3714.147452005432
99,0.8502937830648462,0,0.0,4480,3714.147452005432
100,0.855090795035536,0,0.0,4480,3714.147452005432
101,0.8550435567295013,0,0.0,4480,3714.147452005432
102,0.8550159100446926,0,0.0,4480,3714.147452005432
103,0.854942886355828,0,0.0,4480,3714.147452005432
104,0.8551976675191227,0,0.0,4480,3714.147452005432
105,0.8676693664263679,0,0.0,4480,3714.147452005432
106,0.8668883260028054,0,0.0,4480,3714.147452005432
107,0.8618462237636699,0,0.0,4480,3714.147452005432
108,0.9084921319712853,0,0.0,4480,3714.147452005432
109,0.9540072086582748,0,0.0,4480,3714.147452005432
110,0.9541348319292517,0,0.0,4480,3714.147452005432
111,0.953505452783695,0,0.0,4480,3714.147452005432
112,0.9575792932563427,0,0.0,4480,3714.147452005432
113,0.9575339716353131,0,0.0,4480,3714.147452005432
114,0.9573029861602392,0,0.0,4480,3714.147452005432
115,0.9570763897989741,0,0.0,4480,3714.147452005432
116,0.9570756629172175,0,0.0,4480,3714.147452005432
117,0.9574406258814143,0,0.0,4480,3714.147452005432
118,0.9870646242371682,0,0.0,4480,3714.147452005432
119,0.9810823914638619,0,0.0,4480,3714.147452005432
120,0.9812193069721927,0,0.0,4480,3714.147452005432
121,0.9814156565253395,0,0.0,4480,3714.147452005432
122,0.97748782980119,0,0.0,4480,3714.147452005432
123,0.9775149861036257,0,0.0,4480,3714.147452005432
124,0.9838634993996443,0,0.0,4480,3714.147452005432
125,0.9841735006344611,0,0.0,4480,3714.147452005432
126,0.9841793782042061,0,0.0,4480,3714.147452005432
127,0.9846650338709775,0,0.0,4480,3714.147452005432
128,0.9846963205238077,0,0.0,4480,3714.147452005432
129,0.9843159947167194,0,0.0,4480,3714.147452005432
130,0.9884587603974546,0,0.0,4480,3714.147452005432
131,0.9907612306896721,0,0.0,4480,3714.147452005432
132,0.9911720121704924,0,0.0,4480,3714.147452005432
133,0.9912654669368627,0,0.0,4480,3714.147452005432
134,0.9912647140891364,0,0.0,4480,3714.147452005432
135,0.9912373800175439,0,0.0,4480,3714.147452005432
136,0.9913019718105621,0,0.0,4480,3714.147452005432
137,0.9914750971133088,0,0.0,4480,3714.147452005432
138,0.9914810020280973,0,0.0,4480,3714.147452005432
139,0.9890136231322982,0,0.0,4480,3714.147452005432
140,0.9890130597792215,0,0.0,4480,3714.147452005432
141,0.9920567305294892,0,0.0,4480,3714.147452005432
142,0.9920485661508017,0,0.0,4480,3714.147452005432
143,0.9914166172029047,0,0.0,4480,3714.147452005432
144,0.9848853110936279,0,0.0,4480,3714.147452005432
145,0.9848899268213149,0,0.0,4480,3714.147452005432
146,0.9841501197036756,0,0.0,4480,3714.147452005432
147,0.9841097385865284,0,0.0,4480,3714.147452005432
148,0.9880562275077055,0,0.0,4480,3714.147452005432
149,0.9878684680309405,0,0.0,4480,3714.147452005432
150,0.9879521370592022,0,0.0,4480,3714.147452005432
151,0.9883173999260807,0,0.0,4480,3714.147452005432
152,0.9180295809384443,0,0.0,4480,3714.147452005432
153,0.9879409695857341,0,0.0,4480,3714.147452005432
154,0.9880733918661783,0,0.0,4480,3714.147452005432
155,0.981680300623904,0,0.0,4480,3714.147452005432
156,0.9817112131710091,0,0.0,4480,3714.147452005432
157,0.9817686789588352,0,0.0,4480,3714.147452005432
158,1.0272915472089543,0,0.0,4480,3714.147452005432
159,1.0265594636358217,0,0.0,4480,3714.147452005432
160,1.0216570878254225,0,0.0,4480,3714.147452005432
161,0.9749624890082074,0,0.0,4480,3714.147452005432
162,0.9585538174376448,0,0.0,4480,3714.147452005432
163,0.9587193052965884,0,0.0,4480,3714.147452005432
164,0.9576585952577531,0,0.0,4480,3714.147452005432
165,0.9500818213420981,0,0.0,4480,3714.147452005432
166,0.9095014038379754,0,0.0,4480,3714.147452005432
167,0.9095447523005473,0,0.0,4480,3714.147452005432
168,0.975234358082308,0,0.0,4480,3714.147452005432
169,0.9750597066538754,0,0.0,4480,3714.147452005432
170,0.977831233645749,0,0.0,4480,3714.147452005432
