iteration,price,units_sold_day,revenue_day,units_sold_cum,revenue_cum
1,0.8149249066030035,11570,9428.68116939675,11570,9428.68116939675
2,0.8189429843050565,0,0.0,11570,9428.68116939675
3,0.8130142984612808,0,0.0,11570,9428.68116939675
4,0.813013680992009,0,0.0,11570,9428.68116939675
5,0.8119877314445799,0,0.0,11570,9428.68116939675
6,0.8120012866482745,0,0.0,11570,9428.68116939675
7,0.8119344624379534,25830,20972.267164772336,37400,30400.948334169087
8,0.8121228562879578,51710,41994.8728986503,89110,72395.82123281938
9,0.8129132104630158,11080,9007.078371930214,100190,81402.89960474959
10,0.8139616434867907,11070,9010.555393398772,111260,90413.45499814836
11,0.8206393872889836,11080,9092.684411161938,122340,99506.1394093103
12,0.8480644520210677,11080,9396.55412839343,133420,108902.69353770373
13,0.8482162402497235,11070,9389.75377956444,144490,118292.44731726818
14,0.852699312897188,11080,9447.908386900843,155570,127740.35570416902
15,0.8526637421184395,11080,9447.51426267231,166650,137187.86996684133
16,0.8635858698686604,11080,9568.531438144757,177730,146756.4014049861
17,0.864176293488095,11070,9566.43156891321,188800,156322.83297389932
18,0.8642078216590189,11080,9575.42266398193,199880,165898.25563788126
19,0.863033271763748,0,0.0,199880,165898.25563788126
20,0.8630533038622524,0,0.0,199880,165898.25563788126
21,0.862957647078312,0,0.0,199880,165898.25563788126
22,0.8603653304408011,0,0.0,199880,165898.25563788126
23,0.860364840367212,0,0.0,199880,165898.25563788126
24,0.865975995219679,0,0.0,199880,165898.25563788126
25,0.8665179915333021,0,0.0,199880,165898.25563788126
26,0.8702983782108338,0,0.0,199880,165898.25563788126
27,0.8706882148181604,0,0.0,199880,165898.25563788126
28,0.8709992947716317,0,0.0,199880,165898.25563788126
29,0.8686187975723149,0,0.0,199880,165898.25563788126
30,0.868715524980239,0,0.0,199880,165898.25563788126
31,0.8437406656528655,0,0.0,199880,165898.25563788126
32,0.8437846168054135,0,0.0,199880,165898.25563788126
33,0.8435144654253808,0,0.0,199880,165898.25563788126
34,0.8434397051891572,0,0.0,199880,165898.25563788126
35,0.8660612344209397,0,0.0,199880,165898.25563788126
36,0.8684199627575774,0,0.0,199880,165898.25563788126
37,0.8686449026541422,0,0.0,199880,165898.25563788126
38,0.8686209995139126,0,0.0,199880,165898.25563788126
39,0.868527959874724,0,0.0,199880,165898.25563788126
40,0.8614362386189652,0,0.0,199880,165898.25563788126
41,0.8612053982259178,0,0.0,199880,165898.25563788126
42,0.8551643592735795,0,0.0,199880,165898.25563788126
43,0.8536446611976422,0,0.0,199880,165898.25563788126
44,0.8534919719791378,0,0.0,199880,165898.25563788126
45,0.8504169533116347,0,0.0,199880,165898.25563788126
46,0.850459260126116,0,0.0,199880,165898.25563788126
47,0.8503908674256317,0,0.0,199880,165898.25563788126
48,0.8517720297256578,0,0.0,199880,165898.25563788126
49,0.8509435462542245,0,0.0,199880,165898.25563788126
50,0.850944192530547,0,0.0,199880,165898.25563788126
51,0.8509603196604069,0,0.0,199880,165898.25563788126
52,0.847983489072885,0,0.0,199880,165898.25563788126
53,0.8470959575330435,0,0.0,199880,165898.25563788126
54,0.847076589287457,0,0.0,199880,165898.25563788126
55,0.8509897427850329,0,0.0,199880,165898.25563788126
56,0.8595127581025114,0,0.0,199880,165898.25563788126
57,0.8594656499511872,49850,42844.36265006669,249730,208742.61828794796
58,0.8593729521564869,0,0.0,249730,208742.61828794796
59,0.8593875325734277,16130,13861.920900409388,265860,222604.53918835736
60,0.8594227376008181,0,0.0,265860,222604.53918835736
61,0.853800315949141,0,0.0,265860,222604.53918835736
62,0.8537146426018022,238310,203448.7364784355,504170,426053.2756667929
63,0.8536993752399032,0,0.0,504170,426053.2756667929
64,0.82257326170979,0,0.0,504170,426053.2756667929
65,0.8936741431220332,3410,3047.4288280461333,507580,429100.704494839
66,0.8929150656214101,0,0.0,507580,429100.704494839
67,0.8999270979969315,0,0.0,507580,429100.704494839
68,0.8999244259415266,242100,217871.70352044358,749680,646972.4080152826
69,0.8999665272583632,0,0.0,749680,646972.4080152826
70,0.8945440671985357,0,0.0,749680,646972.4080152826
71,0.8793289170704752,5690,5003.381538131004,755370,651975.7895534136
72,0.8793952809162641,0,0.0,755370,651975.7895534136
73,0.8711838406881779,53740,46817.41959858268,809110,698793.2091519963
74,0.8711354341720121,0,0.0,809110,698793.2091519963
75,0.8726342524510656,0,0.0,809110,698793.2091519963
76,0.8725974932898992,33230,28996.41470202335,842340,727789.6238540197
77,0.8729736946671245,0,0.0,842340,727789.6238540197
78,0.8701841940110944,0,0.0,842340,727789.6238540197
79,0.8702102604137454,0,0.0,842340,727789.6238540197
80,0.8560933098106813,44310,37933.49455771129,886650,765723.118411731
81,0.8610224164369452,0,0.0,886650,765723.118411731
82,0.8609129128777269,0,0.0,886650,765723.118411731
83,0.8640589283814898,0,0.0,886650,765723.118411731
84,0.8640913980419523,44310,38287.889847238905,930960,804011.0082589699
85,0.8633450315792224,0,0.0,930960,804011.0082589699
86,0.8604789701368958,0,0.0,930960,804011.0082589699
87,0.8557261111484215,0,0.0,930960,804011.0082589699
88,0.8547557004562407,44300,37865.67753021146,975260,841876.6857891814
89,0.8547470786178761,0,0.0,975260,841876.6857891814
90,0.8606739904408924,0,0.0,975260,841876.6857891814
91,0.8631920748744977,5590,4825.243698548442,980850,846701.9294877298
92,0.8634816980432202,0,0.0,980850,846701.9294877298
93,0.8504775106651736,49800,42353.78003112564,1030650,889055.7095188554
94,0.850479350540741,0,0.0,1030650,889055.7095188554
