iteration,price,units_sold_day,revenue_day,units_sold_cum,revenue_cum
1,0.8149249066030035,2160,1760.2377982624876,2160,1760.2377982624876
2,0.8189429843050565,0,0.0,2160,1760.2377982624876
3,0.8130142984612808,0,0.0,2160,1760.2377982624876
4,0.813013680992009,0,0.0,2160,1760.2377982624876
5,0.8119877314445799,0,0.0,2160,1760.2377982624876
6,0.8120012866482745,0,0.0,2160,1760.2377982624876
7,0.8119344624379534,0,0.0,2160,1760.2377982624876
8,0.8121228562879578,0,0.0,2160,1760.2377982624876
9,0.8129132104630158,13290,10803.61656705348,15450,12563.854365315967
10,0.8139616434867907,1660,1351.1763281880726,17110,13915.030693504039
11,0.8206393872889836,1660,1362.2613828997128,18770,15277.292076403752
12,0.8480644520210677,1660,1407.7869903549724,20430,16685.079066758724
13,0.8482162402497235,1660,1408.038958814541,22090,18093.118025573265
14,0.852699312897188,1670,1424.007852538304,23760,19517.12587811157
15,0.8526637421184395,1660,1415.4218119166096,25420,20932.54769002818
16,0.8635858698686604,1660,1433.5525439819762,27080,22366.100234010155
17,0.864176293488095,1660,1434.5326471902376,28740,23800.632881200392
18,0.8642078216590189,1660,1434.5849839539712,30400,25235.21786515436
19,0.863033271763748,0,0.0,30400,25235.21786515436
20,0.8630533038622524,0,0.0,30400,25235.21786515436
21,0.862957647078312,0,0.0,30400,25235.21786515436
22,0.8603653304408011,0,0.0,30400,25235.21786515436
23,0.860364840367212,0,0.0,30400,25235.21786515436
24,0.865975995219679,0,0.0,30400,25235.21786515436
25,0.8665179915333021,0,0.0,30400,25235.21786515436
26,0.8702983782108338,0,0.0,30400,25235.21786515436
27,0.8706882148181604,0,0.0,30400,25235.21786515436
28,0.8709992947716317,0,0.0,30400,25235.21786515436
29,0.8686187975723149,0,0.0,30400,25235.21786515436
30,0.868715524980239,0,0.0,30400,25235.21786515436
31,0.8437406656528655,0,0.0,30400,25235.21786515436
32,0.8437846168054135,0,0.0,30400,25235.21786515436
33,0.8435144654253808,0,0.0,30400,25235.21786515436
34,0.8434397051891572,0,0.0,30400,25235.21786515436
35,0.8660612344209397,0,0.0,30400,25235.21786515436
36,0.8684199627575774,0,0.0,30400,25235.21786515436
37,0.8686449026541422,0,0.0,30400,25235.21786515436
38,0.8686209995139126,0,0.0,30400,25235.21786515436
39,0.868527959874724,0,0.0,30400,25235.21786515436
40,0.8614362386189652,0,0.0,30400,25235.21786515436
41,0.8612053982259178,0,0.0,30400,25235.21786515436
42,0.8551643592735795,0,0.0,30400,25235.21786515436
43,0.8536446611976422,0,0.0,30400,25235.21786515436
44,0.8534919719791378,0,0.0,30400,25235.21786515436
45,0.8504169533116347,0,0.0,30400,25235.21786515436
46,0.850459260126116,0,0.0,30400,25235.21786515436
47,0.8503908674256317,0,0.0,30400,25235.21786515436
48,0.8517720297256578,0,0.0,30400,25235.21786515436
49,0.8509435462542245,0,0.0,30400,25235.21786515436
50,0.850944192530547,0,0.0,30400,25235.21786515436
51,0.8509603196604069,0,0.0,30400,25235.21786515436
52,0.847983489072885,0,0.0,30400,25235.21786515436
53,0.8470959575330435,0,0.0,30400,25235.21786515436
54,0.847076589287457,0,0.0,30400,25235.21786515436
55,0.8509897427850329,0,0.0,30400,25235.21786515436
56,0.8595127581025114,0,0.0,30400,25235.21786515436
57,0.8594656499511872,0,0.0,30400,25235.21786515436
58,0.8593729521564869,0,0.0,30400,25235.21786515436
59,0.8593875325734277,0,0.0,30400,25235.21786515436
60,0.8594227376008181,0,0.0,30400,25235.21786515436
61,0.853800315949141,0,0.0,30400,25235.21786515436
62,0.8537146426018022,0,0.0,30400,25235.21786515436
63,0.8536993752399032,0,0.0,30400,25235.21786515436
64,0.82257326170979,0,0.0,30400,25235.21786515436
65,0.8936741431220332,0,0.0,30400,25235.21786515436
66,0.8929150656214101,0,0.0,30400,25235.21786515436
67,0.8999270979969315,0,0.0,30400,25235.21786515436
68,0.8999244259415266,0,0.0,30400,25235.21786515436
69,0.8999665272583632,0,0.0,30400,25235.21786515436
70,0.8945440671985357,0,0.0,30400,25235.21786515436
71,0.8793289170704752,0,0.0,30400,25235.21786515436
72,0.8793952809162641,0,0.0,30400,25235.21786515436
73,0.8711838406881779,0,0.0,30400,25235.21786515436
74,0.8711354341720121,0,0.0,30400,25235.21786515436
75,0.8726342524510656,0,0.0,30400,25235.21786515436
76,0.8725974932898992,0,0.0,30400,25235.21786515436
77,0.8729736946671245,0,0.0,30400,25235.21786515436
78,0.8701841940110944,0,0.0,30400,25235.21786515436
79,0.8702102604137454,0,0.0,30400,25235.21786515436
80,0.8560933098106813,0,0.0,30400,25235.21786515436
81,0.8610224164369452,0,0.0,30400,25235.21786515436
82,0.8609129128777269,0,0.0,30400,25235.21786515436
83,0.8640589283814898,0,0.0,30400,25235.21786515436
84,0.8640913980419523,0,0.0,30400,25235.21786515436
85,0.8633450315792224,0,0.0,30400,25235.21786515436
86,0.8604789701368958,0,0.0,30400,25235.21786515436
87,0.8557261111484215,0,0.0,30400,25235.21786515436
88,0.8547557004562407,0,0.0,30400,25235.21786515436
89,0.8547470786178761,0,0.0,30400,25235.21786515436
90,0.8606739904408924,0,0.0,30400,25235.21786515436
91,0.8631920748744977,0,0.0,30400,25235.21786515436
92,0.8634816980432202,0,0.0,30400,25235.21786515436
93,0.8504775106651736,21970,18684.990909313863,52370,43920.20877446822
94,0.850479350540741,0,0.0,52370,43920.20877446822
95,0.8586504439118265,0,0.0,52370,43920.20877446822
96,0.858571146302616,0,0.0,52370,43920.20877446822
97,0.8501971694734236,82140,69835.19550054701,134510,113755.40427501523
98,0.8469954301627368,0,0.0,134510,113755.40427501523
99,0.8502937830648462,0,0.0,134510,113755.40427501523
100,0.855090795035536,32140,27482.618152442126,166650,141238.02242745736
101,0.8550435567295013,0,0.0,166650,141238.02242745736
102,0.8550159100446926,0,0.0,166650,141238.02242745736
103,0.854942886355828,4980,4257.6155740520235,171630,145495.6380015094
104,0.8551976675191227,0,0.0,171630,145495.6380015094
105,0.8676693664263679,0,0.0,171630,145495.6380015094
106,0.8668883260028054,0,0.0,171630,145495.6380015094
107,0.8618462237636699,6650,5731.277388028405,178280,151226.91538953778
108,0.9084921319712853,0,0.0,178280,151226.91538953778
