iteration,price,units_sold_cum,revenue_cum
1,0.8566402383112955,0,0.0
2,1.0669706680865465,0,0.0
3,0.9964425798633655,60,53.807899312621736
4,0.9615241932704933,90,79.76905253092505
5,0.9377655430946275,90,79.76905253092505
6,0.9907267889621912,170,151.10138133620282
7,1.0444279120936588,170,151.10138133620282
8,1.1013360954778941,170,151.10138133620282
9,1.1567862934309958,170,151.10138133620282
10,1.1542450194510623,190,171.87779168632193
11,1.1104814506306917,190,171.87779168632193
12,1.2003135021707512,230,215.08907776446898
13,1.37249868758107,230,215.08907776446898
14,1.041057827689997,230,215.08907776446898
15,0.9630406420344176,230,215.08907776446898
16,0.9337393511126582,340,307.5292735246221
17,0.9021891787301355,340,307.5292735246221
18,0.942109257614185,390,349.9241901172604
19,1.0244862220467734,390,349.9241901172604
20,1.0601794162280884,420,378.5490343554188
21,1.1034236787099003,420,378.5490343554188
22,1.1222638763069246,420,378.5490343554188
23,1.0829945375160377,420,378.5490343554188
24,1.1946087060894528,460,421.5549477746391
25,1.3525575317869012,460,421.5549477746391
26,1.0334108904643011,460,421.5549477746391
27,0.9668426223563429,520,473.7644493818816
28,0.9679121964626821,530,482.4756591500458
29,0.9449726300960976,550,499.48516649177554
30,0.9647926364496818,630,568.9502363161527
31,1.0268645753235377,630,568.9502363161527
32,1.0762707184947717,640,578.6366727826056
33,1.111509085101434,640,578.6366727826056
34,1.138364030694191,660,599.127225335101
35,1.0671113309941767,660,599.127225335101
36,1.1854037530319699,690,631.1331266669642
37,1.3956894656520829,690,631.1331266669642
38,1.048216050655046,690,631.1331266669642
39,0.9916024216081346,700,640.0575484614375
40,0.9701412512336887,800,727.3702610724695
41,0.9470770425945298,800,727.3702610724695
42,0.9712232700095657,830,753.5932893627278
43,1.029860276071412,830,753.5932893627278
44,1.0740104576612843,890,811.5898540764372
45,1.1667232533466192,890,811.5898540764372
46,1.1689706977933902,890,811.5898540764372
47,1.1119450709158765,890,811.5898540764372
48,1.2434339333594924,890,811.5898540764372
49,1.4077965582459497,890,811.5898540764372
50,1.0539713112532312,900,821.0755958777163
51,0.9918514435685633,950,865.7089108383017
52,0.9228884850279161,980,890.6268999340554
53,0.8725135643687443,980,890.6268999340554
54,0.9271582184800593,1120,1007.4488354625429
55,1.0123796826793083,1120,1007.4488354625429
56,1.080317757095891,1120,1007.4488354625429
57,1.157435108084588,1120,1007.4488354625429
58,1.1298614817375146,1120,1007.4488354625429
59,1.0979085770327754,1120,1007.4488354625429
60,1.2196075051386819,1130,1018.425303008791
61,1.3823647411290005,1130,1018.425303008791
