iteration,price,units_sold_day,revenue_day,units_sold_cum,revenue_cum
1,0.8149249066030035,3150,2567.013455799461,3150,2567.013455799461
2,0.8189429843050565,2660,2178.3883382514505,5810,4745.401794050911
3,0.8130142984612808,2660,2162.618033907007,8470,6908.019827957918
4,0.813013680992009,2660,2162.616391438744,11130,9070.636219396662
5,0.8119877314445799,2660,2159.8873656425826,13790,11230.523585039244
6,0.8120012866482745,2660,2159.9234224844104,16450,13390.447007523653
7,0.8119344624379534,2650,2151.6263254605765,19100,15542.07333298423
8,0.8121228562879578,2660,2160.2467977259676,21760,17702.3201307102
9,0.8129132104630158,2660,2162.349139831622,24420,19864.66927054182
10,0.8139616434867907,2660,2165.1379716748634,27080,22029.807242216684
11,0.8206393872889836,2660,2182.9007701886962,29740,24212.70801240538
12,0.8480644520210677,2660,2255.8514423760403,32400,26468.559454781418
13,0.8482162402497235,2660,2256.2551990642646,35060,28724.814653845682
14,0.852699312897188,2650,2259.6531791775483,37710,30984.46783302323
15,0.8526637421184395,2660,2268.085554035049,40370,33252.55338705828
16,0.8635858698686604,2660,2297.1384138506364,43030,35549.69180090891
17,0.864176293488095,2660,2298.7089406783325,45690,37848.40074158725
18,0.8642078216590189,2660,2298.7928056129904,48350,40147.19354720024
19,0.863033271763748,0,0.0,48350,40147.19354720024
20,0.8630533038622524,0,0.0,48350,40147.19354720024
21,0.862957647078312,0,0.0,48350,40147.19354720024
22,0.8603653304408011,0,0.0,48350,40147.19354720024
23,0.860364840367212,0,0.0,48350,40147.19354720024
24,0.865975995219679,0,0.0,48350,40147.19354720024
25,0.8665179915333021,0,0.0,48350,40147.19354720024
26,0.8702983782108338,0,0.0,48350,40147.19354720024
27,0.8706882148181604,0,0.0,48350,40147.19354720024
28,0.8709992947716317,0,0.0,48350,40147.19354720024
29,0.8686187975723149,0,0.0,48350,40147.19354720024
30,0.868715524980239,0,0.0,48350,40147.19354720024
31,0.8437406656528655,0,0.0,48350,40147.19354720024
32,0.8437846168054135,0,0.0,48350,40147.19354720024
33,0.8435144654253808,39870,33630.92173650993,88220,73778.11528371017
34,0.8434397051891572,2660,2243.5496158031583,90880,76021.66489951333
35,0.8660612344209397,2660,2303.7228835596998,93540,78325.38778307303
36,0.8684199627575774,0,0.0,93540,78325.38778307303
37,0.8686449026541422,5320,4621.190882120037,98860,82946.57866519307
38,0.8686209995139126,0,0.0,98860,82946.57866519307
39,0.868527959874724,0,0.0,98860,82946.57866519307
40,0.8614362386189652,7970,6865.646821793153,106830,89812.22548698622
41,0.8612053982259178,0,0.0,106830,89812.22548698622
42,0.8551643592735795,5320,4549.474391335443,112150,94361.69987832167
43,0.8536446611976422,0,0.0,112150,94361.69987832167
44,0.8534919719791378,5320,4540.5772909290135,117470,98902.27716925068
45,0.8504169533116347,0,0.0,117470,98902.27716925068
46,0.850459260126116,5310,4515.938671269676,122780,103418.21584052035
47,0.8503908674256317,0,0.0,122780,103418.21584052035
48,0.8517720297256578,5320,4531.427198140499,128100,107949.64303866086
49,0.8509435462542245,0,0.0,128100,107949.64303866086
50,0.850944192530547,0,0.0,128100,107949.64303866086
51,0.8509603196604069,7980,6790.663350890047,136080,114740.3063895509
52,0.847983489072885,0,0.0,136080,114740.3063895509
53,0.8470959575330435,5310,4498.079534500461,141390,119238.38592405136
54,0.847076589287457,2660,2253.2237275046355,144050,121491.60965155599
55,0.8509897427850329,2660,2263.6327158081876,146710,123755.24236736418
56,0.8595127581025114,0,0.0,146710,123755.24236736418
57,0.8594656499511872,5320,4572.3572577403165,152030,128327.59962510449
58,0.8593729521564869,0,0.0,152030,128327.59962510449
59,0.8593875325734277,5310,4563.3477979649015,157340,132890.9474230694
60,0.8594227376008181,2660,2286.064482018176,160000,135177.01190508757
61,0.853800315949141,0,0.0,160000,135177.01190508757
62,0.8537146426018022,5320,4541.761898641587,165320,139718.77380372916
63,0.8536993752399032,0,0.0,165320,139718.77380372916
64,0.82257326170979,5320,4376.089752296082,170640,144094.86355602523
